gene a,gene b,synonym a,synonym b,cell line,phenotype,additional notes,interaction
CSK,CDK11A,-,CDC2L2|CDC2L3|CDK11-p110|CDK11-p46|CDK11-p58|PITSLRE|p58GTA,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ANO10,-,SCAR10|TMEM16K,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,RANBP10,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ST5,-,DENND2B|HTS1|p126,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ZNF165,-,CT53|LD65|ZSCAN7,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SLC41A2,-,SLC41A1-L1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,DZANK1,-,ANKRD64|C20orf12|C20orf84|bA189K21.1|bA189K21.8|dJ568F9.2,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,HNRNPUL2,-,HNRPUL2|SAF-A2,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,DGKH,-,DGKeta,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SLC8A1,-,NCX1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CCDC7,-,BioT2-A|BioT2-B|BioT2-C|C10orf68,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,XRRA1,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TEAD2,-,ETF|TEAD-2|TEF-4|TEF4,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,C12orf75,-,AGD3|OCC-1|OCC1,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,REEP3,-,C10orf74,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,NUMB,-,C14orf41|S171|c14_5527,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,MINPP1,-,HIPER1|MINPP2|MIPP,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ABCB5,-,ABCB5alpha|ABCB5beta|EST422562,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PLD1,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,HGF,-,DFNB39|F-TCF|HGFB|HPTA|SF,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,VKORC1,-,EDTP308|IMAGE3455200|MST134|MST576|VKCFD2|VKOR,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TCTE3,-,TCTEX1D3,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,KRT20,-,CD20|CK-20|CK20|K20|KRT21,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,VPS33B,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SPAG1,-,CILD28|CT140|HSD-3.8|SP75|TPIS,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SLC38A1,-,ATA1|NAT2|SAT1|SNAT1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,METTL20,-,C12orf72,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SOAT1,-,ACACT|ACAT|ACAT-1|ACAT1|SOAT|STAT,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SYCE1L,-,MRP2,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,KDM5B,-,CT31|JARID1B|PLU-1|PLU1|PPP1R98|PUT1|RBBP2H1A,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,RAD9B,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SHF,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,AMOT,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,DQX1,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,EXD2,-,C14orf114|EXDL2,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,IST1,-,OLC1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CEP41,-,JBTS15|TSGA14,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TRIM69,-,HSD-34|HSD34|RNF36|Trif,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TTC3,-,DCRR1|RNF105|TPRDIII,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,GLT8D2,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ADCYAP1R1,-,PAC1|PAC1R|PACAPR|PACAPRI,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ANKRD13A,-,ANKRD13|NY-REN-25,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SSX2IP,-,ADIP,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CLMP,-,ACAM|ASAM|CSBM|CSBS,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,RNF130,-,G1RZFP|GOLIATH|GP,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TMEM116,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SLC35G2,-,TMEM22,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PPP2R1B,-,PP2A-Abeta|PR65B,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,FGF1,-,AFGF|ECGF|ECGF-beta|ECGFA|ECGFB|FGF-1|FGF-alpha|FGFA|GLIO703|HBGF-1|HBGF1,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,GRIN1,-,GluN1|MRD8|NMD-R1|NMDA1|NMDAR1|NR1,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CLPX,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,RDX,-,DFNB24,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,RABGAP1L,-,HHL|TBC1D18,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TMTC1,-,OLF|TMTC1A,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PIGF,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,C9orf84,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,POLB,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TDRD10,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,FBXO4,-,FBX4,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,POC5,-,C5orf37,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CCDC132,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SLC30A7,-,ZNT7|ZnT-7|ZnTL2,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,VWA3A,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,N6AMT2,-,ESP13,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SLIRP,-,C14orf156|DC50|PD04872,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ERI2,-,EXOD1|ZGRF5,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,LGR5,-,FEX|GPR49|GPR67|GRP49|HG38,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PXDNL,-,PMR1|PRM1|VPO2,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SWT1,-,C1orf26|HsSwt1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,BBS5,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,NDFIP1,-,N4WBP5,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,UBXN1,-,2B28|SAKS1|UBXD10,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,AHSG,-,A2HS|AHS|FETUA|HSGA,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TSC22D2,-,TILZ4a|TILZ4b|TILZ4c,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TBC1D5,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,KLRF1,-,CLEC5C|NKp80,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,GCNT4,-,C2GNT3,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,DGKE,-,DAGK5|DAGK6|DGK|NPHS7,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,LAMA2,-,LAMM,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,FGD6,-,ZFYVE24,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CYP24A1,-,CP24|CYP24|HCAI|P450-CC24,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CSNK2A2,-,CK2A2|CSNK2A1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TMEM241,-,C18orf45|hVVT,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SLC6A3,-,DAT|DAT1|PKDYS,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SOAT2,-,ACACT2|ACAT2|ARGP2,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,NEBL,-,LASP2|LNEBL,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PRDX6,-,1-Cys|AOP2|HEL-S-128m|NSGPx|PRX|aiPLA2|p29,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,YWHAH,-,YWHA1,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,DLG1,-,DLGH1|SAP-97|SAP97|dJ1061C18.1.1|hdlg,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ANKRD40,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PPIL6,-,PPIase|RSPH12|bA425D10.6|dJ919F19.1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,DRAM2,-,PRO180|TMEM77|WWFQ154,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,DHX29,-,DDX29,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CASP5,-,ICE(rel)III|ICEREL-III|ICH-3,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,GNPNAT1,-,GNPNAT|Gpnat1,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SLC22A25,-,HIMTP|UST6,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SLC22A2,-,OCT2,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,KIAA1377,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,RALGPS2,-,dJ595C2.1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TPM3,-,CAPM1|CFTD|HEL-189|HEL-S-82p|NEM1|OK/SW-cl.5|TM-5|TM3|TM30|TM30nm|TM5|TPMsk3|TRK|hscp30,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ZHX3,-,TIX1,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
