candidate_genes,disease,celltype,y,user_question,full_query
"['DACT3', 'ZCCHC8', 'HLA-DRB5', 'ZNF233', 'HDGFL3']",follicular lymphoma,regulatory t cell,HLA-DRB5,"Among the genes DACT3, ZCCHC8, HLA-DRB5, ZNF233, and HDGFL3, which one shows the highest cell-type specificity in regulatory T cells used for targeting follicular lymphoma?","Among the genes DACT3, ZCCHC8, HLA-DRB5, ZNF233, and HDGFL3, which one shows the highest cell-type specificity in regulatory T cells used for targeting follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma and obtain their cell-type–specific embeddings from PINNACLE. Next, identify which regulatory T cell-activated genes in PINNACLE overlap with these targets. Calculate the average embedding for these overlapping genes to serve as a reference, then compute the cosine similarity between this reference and each individual target’s embedding. Nominate the gene with a clearly higher similarity as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['IWS1', 'PYGO2', 'TNFRSF4', 'AMY2B', 'FBXL14']",follicular lymphoma,regulatory t cell,TNFRSF4,"Among the candidate genes IWS1, PYGO2, TNFRSF4, AMY2B, and FBXL14, which exhibits the most cell type–specific expression in regulatory T cells, thereby representing the best potential target for follicular lymphoma therapy?","Among the candidate genes IWS1, PYGO2, TNFRSF4, AMY2B, and FBXL14, which exhibits the most cell type–specific expression in regulatory T cells, thereby representing the best potential target for follicular lymphoma therapy? Identify the validated therapeutic targets for follicular lymphoma and obtain their cell-type–specific gene embeddings from PINNACLE. Next, determine which of these targets overlap with the regulatory T cell–activated genes in PINNACLE to generate a candidate set of cell-type–specific targets. Calculate the average embedding for this set and then compute the cosine similarity between this reference vector and each individual target embedding. If one gene exhibits a substantially higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['NDUFA8', 'MAD2L2', 'KLHL21', 'LMO2', 'RPS27L']",follicular lymphoma,regulatory t cell,NDUFA8,"Among the genes NDUFA8, MAD2L2, KLHL21, LMO2, and RPS27L, which one exhibits the highest cell-type-specific expression in regulatory T cells relevant to targeting follicular lymphoma?","Among the genes NDUFA8, MAD2L2, KLHL21, LMO2, and RPS27L, which one exhibits the highest cell-type-specific expression in regulatory T cells relevant to targeting follicular lymphoma? Identify the validated therapeutic targets for follicular lymphoma and extract their cell-type–specific embeddings from the PINNACLE database. From the regulatory T cell activation-associated genes in PINNACLE, determine the subset that overlaps with these targets. Calculate the average embedding of this overlapping set as a reference, then compute the cosine similarity between this reference and the embedding of each target gene. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise evidence-based rationale for its biological relevance."
"['ANAPC11', 'NDUFA7', 'PLEKHN1', 'LRRC8E', 'ERMN']",follicular lymphoma,regulatory t cell,NDUFA7,"Which gene among ANAPC11, NDUFA7, PLEKHN1, LRRC8E, and ERMN demonstrates the highest specificity in regulatory T cells for targeting follicular lymphoma?","Which gene among ANAPC11, NDUFA7, PLEKHN1, LRRC8E, and ERMN demonstrates the highest specificity in regulatory T cells for targeting follicular lymphoma? Identify the validated therapeutic targets for follicular lymphoma and retrieve their cell type-specific embeddings from PINNACLE. Next, determine which PINNACLE regulatory T cell-activated genes overlap with these targets to define the cell type-specific targets for follicular lymphoma. Calculate the average embedding for this overlapping set as a reference, then compute the cosine similarity between this reference and each individual target embedding. If one gene displays a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological significance."
"['FRMD4A', 'CDH1', 'CDAN1', 'PIK3R1', 'C9orf78']",follicular lymphoma,regulatory t cell,PIK3R1,"Among the genes FRMD4A, CDH1, CDAN1, PIK3R1, and C9orf78, which one demonstrates the highest cell-type specificity in regulatory T cells, making it the most promising candidate for targeted follicular lymphoma therapy?","Among the genes FRMD4A, CDH1, CDAN1, PIK3R1, and C9orf78, which one demonstrates the highest cell-type specificity in regulatory T cells, making it the most promising candidate for targeted follicular lymphoma therapy? Identify the set of verified therapeutic targets for follicular lymphoma and retrieve their cell-type‐specific embeddings from PINNACLE. Next, determine which regulatory T cell–activated genes from PINNACLE overlap with this target set, and compute the average embedding for these overlapping genes as a reference. Finally, calculate the cosine similarity between this reference and each individual target. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['C1D', 'NDUFS5', 'TRIML2', 'ING3', 'POU2AF1']",follicular lymphoma,regulatory t cell,NDUFS5,"Among the candidate genes C1D, NDUFS5, TRIML2, ING3, and POU2AF1, which one shows the highest cell-type specificity in regulatory T cells relevant to follicular lymphoma?","Among the candidate genes C1D, NDUFS5, TRIML2, ING3, and POU2AF1, which one shows the highest cell-type specificity in regulatory T cells relevant to follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma and retrieve their cell-type–specific embeddings from PINNACLE. Next, compare these targets with the regulatory T cell–activated genes in PINNACLE to obtain an overlapping set. Calculate the average embedding of this overlap and then determine the cosine similarity between this average and each individual target. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['IMPDH2', 'IGFBP1', 'EIF3A', 'H4C15', 'ROPN1']",follicular lymphoma,regulatory t cell,IMPDH2,"Which gene among IMPDH2, IGFBP1, EIF3A, H4C15, and ROPN1 exhibits the highest specificity for regulatory T cells in the context of targeting follicular lymphoma?","Which gene among IMPDH2, IGFBP1, EIF3A, H4C15, and ROPN1 exhibits the highest specificity for regulatory T cells in the context of targeting follicular lymphoma? Identify the validated therapeutic targets for follicular lymphoma and extract their cell type–specific embeddings from the PINNACLE database. Next, determine which regulatory T cell–activated genes in PINNACLE overlap with these targets to create a set of cell type–specific targets for follicular lymphoma. Compute the average embedding for this set and calculate the cosine similarity between this average and each individual gene embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['CMTM2', 'SIGLECL1', 'HLA-DRB1', 'CPSF4', 'TMEM30B']",follicular lymphoma,regulatory t cell,HLA-DRB1,"Among the candidate genes CMTM2, SIGLECL1, HLA-DRB1, CPSF4, and TMEM30B, which one demonstrates the greatest expression specificity in regulatory T cells for potential targeted therapy in follicular lymphoma?","Among the candidate genes CMTM2, SIGLECL1, HLA-DRB1, CPSF4, and TMEM30B, which one demonstrates the greatest expression specificity in regulatory T cells for potential targeted therapy in follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma and extract their cell-type–specific embeddings from PINNACLE. Then, determine which of the regulatory T cell-activated genes in PINNACLE overlap with these targets. For this overlapping gene set, compute the average embedding as a reference and calculate the cosine similarity between the reference and each individual gene embedding. If one gene demonstrates significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['GLI1', 'MT-ND2', 'NUDT4', 'RHBG', 'CGAS']",follicular lymphoma,regulatory t cell,MT-ND2,"Among GLI1, MT-ND2, NUDT4, RHBG, and CGAS, which gene shows the highest cell-type specificity in regulatory T cells for targeting follicular lymphoma?","Among GLI1, MT-ND2, NUDT4, RHBG, and CGAS, which gene shows the highest cell-type specificity in regulatory T cells for targeting follicular lymphoma? Identify all verified therapeutic targets for follicular lymphoma with cell-type–specific embeddings in PINNACLE and determine which of these overlap with regulatory T cell-activated genes in the dataset. Using this overlapping set as the cell-type–specific targets, compute their average embedding as a reference. Then, calculate the cosine similarity between the reference and each individual target gene. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['AIM2', 'MIER3', 'NR3C1', 'TMEM59', 'FOXRED2']",follicular lymphoma,regulatory t cell,NR3C1,"Which gene among AIM2, MIER3, NR3C1, TMEM59, and FOXRED2 exhibits the highest cell-type specificity in regulatory T cells for targeting follicular lymphoma?","Which gene among AIM2, MIER3, NR3C1, TMEM59, and FOXRED2 exhibits the highest cell-type specificity in regulatory T cells for targeting follicular lymphoma? Identify the confirmed therapeutic targets for follicular lymphoma and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which genes activated in regulatory T cells from PINNACLE overlap with these targets to define the cell-type–specific targets for follicular lymphoma. Compute the average embedding for this set as a reference, then calculate the cosine similarity between the reference and each target embedding. Finally, if one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a brief, evidence-based rationale for its biological relevance."
"['UBE2V2', 'PSMB5', 'ARMC7', 'WRAP73', 'KIAA0753']",follicular lymphoma,regulatory t cell,PSMB5,"Which gene among UBE2V2, PSMB5, ARMC7, WRAP73, and KIAA0753 demonstrates the highest specificity for regulatory T cells, making it the most promising candidate for targeting follicular lymphoma?","Which gene among UBE2V2, PSMB5, ARMC7, WRAP73, and KIAA0753 demonstrates the highest specificity for regulatory T cells, making it the most promising candidate for targeting follicular lymphoma? Identify validated therapeutic targets for follicular lymphoma and obtain their cell type–specific embeddings from the PINNACLE database. Next, find the overlap between these targets and the regulatory T cell–activated genes in PINNACLE to establish a subset of cell type–specific follicular lymphoma targets. Calculate the average embedding for this subset and compute the cosine similarity between this average and each individual target. If one gene exhibits a markedly higher similarity than the others, designate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['RBM14', 'NDUFA11', 'TRIM55', 'CD200', 'SERF1A']",follicular lymphoma,regulatory t cell,NDUFA11,"Among the genes RBM14, NDUFA11, TRIM55, CD200, and SERF1A, which exhibits the highest cell-type specificity in regulatory T cells for targeting follicular lymphoma?","Among the genes RBM14, NDUFA11, TRIM55, CD200, and SERF1A, which exhibits the highest cell-type specificity in regulatory T cells for targeting follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which regulatory T cell–activated genes from PINNACLE overlap with these targets to define the cell-type–specific targets for follicular lymphoma. Compute the average embedding for this overlapping set and then calculate the cosine similarity between this reference embedding and each individual target. Finally, if one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['PSMC5', 'JAK3', 'WASF3', 'IQCF3', 'PLRG1']",follicular lymphoma,regulatory t cell,JAK3,"Among the genes PSMC5, JAK3, WASF3, IQCF3, and PLRG1, which one exhibits the most cell-type-specific expression in regulatory T cells, making it a prime candidate for targeting follicular lymphoma?","Among the genes PSMC5, JAK3, WASF3, IQCF3, and PLRG1, which one exhibits the most cell-type-specific expression in regulatory T cells, making it a prime candidate for targeting follicular lymphoma? Identify the validated therapeutic targets for follicular lymphoma and extract their cell-type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and the regulatory T cell–activated genes in PINNACLE to define the cell-type–specific targets for follicular lymphoma. Compute the average embedding of this overlapping set, then calculate the cosine similarity between the reference embedding and each individual target. If one gene exhibits markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SRD5A1', 'APOD', 'IL18R1', 'KIF9', 'MT-ND6']",follicular lymphoma,regulatory t cell,MT-ND6,"Which gene among SRD5A1, APOD, IL18R1, KIF9, and MT-ND6 exhibits the highest cell-type specificity in regulatory T cells for targeting follicular lymphoma?","Which gene among SRD5A1, APOD, IL18R1, KIF9, and MT-ND6 exhibits the highest cell-type specificity in regulatory T cells for targeting follicular lymphoma? Identify validated therapeutic targets for follicular lymphoma and extract their cell-type-specific embeddings from the PINNACLE database. Next, determine which targets overlap with regulatory T cell–activated genes in PINNACLE, and compute the average embedding of this overlapping set. Finally, calculate the cosine similarity between this reference embedding and each individual target’s embedding; if one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise evidence-based rationale for its biological relevance."
"['CASP3', 'RAB7B', 'MT-ND3', 'GGT6', 'PPBP']",follicular lymphoma,regulatory t cell,MT-ND3,"Which gene among CASP3, RAB7B, MT‐ND3, GGT6, and PPBP exhibits the highest specificity in regulatory T cells for targeting follicular lymphoma?","Which gene among CASP3, RAB7B, MT‐ND3, GGT6, and PPBP exhibits the highest specificity in regulatory T cells for targeting follicular lymphoma? Identify the experimentally validated therapeutic targets for follicular lymphoma and extract their cell-type-specific embeddings from PINNACLE. Next, determine which of these targets overlap with genes activated in regulatory T cells in PINNACLE—this overlapping set defines the candidate cell-type–specific targets for follicular lymphoma. Calculate the average embedding of this set, compute the cosine similarity between this average embedding and each individual target's embedding, and nominate the gene with a significantly higher similarity as the top candidate, providing a concise evidence-based justification for its biological relevance."
"['C1RL', 'LCK', 'EFEMP1', 'DGKD', 'RRP12']",follicular lymphoma,exhausted t cell,LCK,"Which gene among C1RL, LCK, EFEMP1, DGKD, and RRP12 exhibits the highest specificity in exhausted T cells for targeting follicular lymphoma?","Which gene among C1RL, LCK, EFEMP1, DGKD, and RRP12 exhibits the highest specificity in exhausted T cells for targeting follicular lymphoma? Identify the validated therapeutic targets for follicular lymphoma and retrieve their corresponding cell-type–specific embeddings from PINNACLE. Next, determine which exhausted T cell–activated genes in PINNACLE overlap with these targets to define the set of cell-type–specific targets for follicular lymphoma. Compute the average embedding of this overlapping set and then calculate the cosine similarity between this average and the embedding of each individual target. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate, and provide a concise, evidence-based explanation of its biological relevance."
"['NKX2-2', 'PTGIR', 'HTATSF1', 'NDUFC2', 'IKBKE']",follicular lymphoma,exhausted t cell,NDUFC2,"Among the candidate genes (NKX2-2, PTGIR, HTATSF1, NDUFC2, and IKBKE), which exhibits the highest specificity for exhausted T cells, suggesting its potential as the most promising target for follicular lymphoma therapy?","Among the candidate genes (NKX2-2, PTGIR, HTATSF1, NDUFC2, and IKBKE), which exhibits the highest specificity for exhausted T cells, suggesting its potential as the most promising target for follicular lymphoma therapy? Identify the verified therapeutic targets for follicular lymphoma and extract their cell-type–specific embeddings from the PINNACLE dataset. Next, determine which of these targets overlap with the exhausted T cell–activated genes in PINNACLE, defining a refined candidate set. Compute the average embedding of this candidate set as a reference and calculate the cosine similarity between this reference and the embedding of each candidate target. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['FGR', 'TAS2R5', 'PLCXD3', 'P2RX6', 'HOXA13']",follicular lymphoma,exhausted t cell,FGR,"Which gene among FGR, TAS2R5, PLCXD3, P2RX6, and HOXA13 exhibits the highest specificity for exhausted T cells, thereby representing the most promising therapeutic target for follicular lymphoma?","Which gene among FGR, TAS2R5, PLCXD3, P2RX6, and HOXA13 exhibits the highest specificity for exhausted T cells, thereby representing the most promising therapeutic target for follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma and retrieve their cell-type–specific embeddings from PINNACLE. Next, isolate those targets that overlap with the set of exhausted T cell–activated genes in PINNACLE, thereby establishing a list of follicular lymphoma cell-type–specific targets. Compute the average embedding for this overlapping set and then calculate the cosine similarity between the average and each individual target's embedding. If a single gene shows a markedly higher similarity than all others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SMN2', 'SLC12A8', 'NDUFB3', 'SYNE1', 'CYP2F1']",follicular lymphoma,exhausted t cell,NDUFB3,"Among the genes SMN2, SLC12A8, NDUFB3, SYNE1, and CYP2F1, which one exhibits the highest specificity in exhausted T cells, making it the optimal candidate for targeting follicular lymphoma?","Among the genes SMN2, SLC12A8, NDUFB3, SYNE1, and CYP2F1, which one exhibits the highest specificity in exhausted T cells, making it the optimal candidate for targeting follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma using cell-type-specific embeddings from PINNACLE. Next, determine the overlap between these targets and the exhausted T cell-activated genes in PINNACLE to define the relevant target set. Calculate the average embedding for this set and compute the cosine similarity between this average and each individual target gene's embedding. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['MRPL30', 'NDUFB5', 'KCNK7', 'CPLX3', 'ZBTB18']",follicular lymphoma,exhausted t cell,NDUFB5,"Among the genes MRPL30, NDUFB5, KCNK7, CPLX3, and ZBTB18, which one exhibits the highest cell-type specificity in exhausted T cells, making it the most promising target for follicular lymphoma therapy?","Among the genes MRPL30, NDUFB5, KCNK7, CPLX3, and ZBTB18, which one exhibits the highest cell-type specificity in exhausted T cells, making it the most promising target for follicular lymphoma therapy? Identify the verified therapeutic targets for follicular lymphoma and extract their cell-type–specific embeddings from PINNACLE. Then, determine which genes associated with exhausted, activated T cells in PINNACLE overlap with these targets. Compute the average embedding of the overlapping genes to serve as a reference, and calculate the cosine similarity between this reference and each individual target. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['ZNF711', 'TRAPPC2', 'NDUFS6', 'TMEM256-PLSCR3', 'MSS51']",follicular lymphoma,exhausted t cell,NDUFS6,"Among the following genes—ZNF711, TRAPPC2, NDUFS6, TMEM256-PLSCR3, and MSS51—which one exhibits the highest specificity for exhausted T cells as a target for follicular lymphoma treatment?","Among the following genes—ZNF711, TRAPPC2, NDUFS6, TMEM256-PLSCR3, and MSS51—which one exhibits the highest specificity for exhausted T cells as a target for follicular lymphoma treatment? Identify the validated therapeutic targets for follicular lymphoma that have cell-type–specific embeddings in PINNACLE. From these, determine the subset that overlaps with PINNACLE's exhausted T cell-activated genes, thereby establishing follicular lymphoma–specific targets. Next, compute the average embedding of this overlapping set and calculate the cosine similarity between this reference and each individual gene embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the prime candidate and provide a concise, evidence-based rationale for its biological relevance."
"['AADAT', 'KDM1A', 'MT-ND4L', 'MIB1', 'SLC2A8']",follicular lymphoma,exhausted t cell,MT-ND4L,"Which gene among AADAT, KDM1A, MT-ND4L, MIB1, and SLC2A8 exhibits the greatest cell-type-specific expression in exhausted T cells, making it the most promising candidate for targeting follicular lymphoma?","Which gene among AADAT, KDM1A, MT-ND4L, MIB1, and SLC2A8 exhibits the greatest cell-type-specific expression in exhausted T cells, making it the most promising candidate for targeting follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with genes activated in exhausted T cells listed in PINNACLE. Compute the average embedding of this overlapping set to create a reference profile, and then calculate the cosine similarity between this reference and each individual target embedding. If one gene exhibits a significantly higher similarity than the others, designate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['GPR143', 'PDCD1', 'FAIM2', 'SPATS1', 'USP34']",follicular lymphoma,exhausted t cell,PDCD1,"Which gene among GPR143, PDCD1, FAIM2, SPATS1, and USP34 exhibits the highest specificity in exhausted T cells, making it the most promising target for therapeutic intervention in follicular lymphoma?","Which gene among GPR143, PDCD1, FAIM2, SPATS1, and USP34 exhibits the highest specificity in exhausted T cells, making it the most promising target for therapeutic intervention in follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the exhausted T cell–activated genes from PINNACLE to define the cell-type–specific targets for follicular lymphoma. Compute the average embedding of this overlapping set to serve as a reference, then calculate the cosine similarity between this reference and each individual target. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SLX1B', 'NDUFA5', 'PDLIM1', 'PC', 'WDR33']",follicular lymphoma,exhausted t cell,NDUFA5,"Among the genes SLX1B, NDUFA5, PDLIM1, PC, and WDR33, which one exhibits the highest cell-type specificity in exhausted T cells relevant to targeting follicular lymphoma?","Among the genes SLX1B, NDUFA5, PDLIM1, PC, and WDR33, which one exhibits the highest cell-type specificity in exhausted T cells relevant to targeting follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with genes associated with exhausted T cell activation in PINNACLE. For the overlapping gene set, compute the average embedding and measure the cosine similarity between this reference and each individual target. If one gene exhibits significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['NDUFA12', 'C1QTNF5', 'PEX1', 'OBP2A', 'RPP14']",follicular lymphoma,exhausted t cell,NDUFA12,"Which gene among NDUFA12, C1QTNF5, PEX1, OBP2A, and RPP14 exhibits the highest cell-type specificity in exhausted T cells, thereby serving as the most promising single candidate for targeted therapy in follicular lymphoma?","Which gene among NDUFA12, C1QTNF5, PEX1, OBP2A, and RPP14 exhibits the highest cell-type specificity in exhausted T cells, thereby serving as the most promising single candidate for targeted therapy in follicular lymphoma? Identify the validated therapeutic targets for follicular lymphoma and extract their cell-type–specific embeddings from the PINNACLE database. Next, determine which genes activated in exhausted T cells overlap with these targets to define the cell-type–specific targets for follicular lymphoma. Compute the average embedding of this overlapping set to serve as a reference, then calculate the cosine similarity between the reference and each individual target. If one gene demonstrates a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['RPS13', 'NDUFB9', 'SYT6', 'ISM2', 'NUDT3']",follicular lymphoma,exhausted t cell,NDUFB9,"Among RPS13, NDUFB9, SYT6, ISM2, and NUDT3, which gene exhibits the highest specificity in exhausted T cells, making it the most promising candidate target for follicular lymphoma?","Among RPS13, NDUFB9, SYT6, ISM2, and NUDT3, which gene exhibits the highest specificity in exhausted T cells, making it the most promising candidate target for follicular lymphoma? Identify verified therapeutic targets for follicular lymphoma and extract their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the exhausted T cell–activated genes available in PINNACLE, thereby defining the cell-type–specific targets for follicular lymphoma. Compute the average embedding for these overlapping genes, then calculate the cosine similarity between this average and the embedding of each individual target. If one gene exhibits a substantially higher similarity than the others, nominate it as the primary candidate and provide a concise, evidence-based explanation of its biological significance."
"['DEFB121', 'PHF20L1', 'FAM120B', 'ZNF236', 'PRKCB']",follicular lymphoma,exhausted t cell,PRKCB,"Which gene—DEFB121, PHF20L1, FAM120B, ZNF236, or PRKCB—demonstrates the highest cell-type specificity in exhausted T cells, making it the most promising target for follicular lymphoma therapy?","Which gene—DEFB121, PHF20L1, FAM120B, ZNF236, or PRKCB—demonstrates the highest cell-type specificity in exhausted T cells, making it the most promising target for follicular lymphoma therapy? Identify experimentally validated therapeutic targets for follicular lymphoma and obtain their corresponding cell-type–specific embeddings from the PINNACLE database. Then, find the intersection between these targets and the exhausted T cell–activated gene set from PINNACLE, representing the cell-type–specific targets for follicular lymphoma. Compute the average embedding of this overlapping set to serve as a reference, and calculate the cosine similarity between this reference and each individual target embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance in follicular lymphoma treatment."
"['SRA1', 'VMAC', 'AVEN', 'NUDT5', 'NDUFA8']",follicular lymphoma,exhausted t cell,NDUFA8,"Among SRA1, VMAC, AVEN, NUDT5, and NDUFA8, which gene exhibits the greatest cell-type specificity in exhausted T cells for targeting follicular lymphoma?","Among SRA1, VMAC, AVEN, NUDT5, and NDUFA8, which gene exhibits the greatest cell-type specificity in exhausted T cells for targeting follicular lymphoma? Identify the validated therapeutic targets for follicular lymphoma and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which exhausted T cell-activated genes within PINNACLE overlap with these targets to form a set of cell-type–specific targets. Compute the average embedding of this set as a reference and calculate the cosine similarity between this reference and each individual target’s embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['ISLR2', 'PRKAR1A', 'ACAT1', 'NDUFS3', 'SYNJ2BP']",follicular lymphoma,exhausted t cell,NDUFS3,"Among ISLR2, PRKAR1A, ACAT1, NDUFS3, and SYNJ2BP—which gene exhibits the highest specificity for exhausted T cells, making it the most promising target for follicular lymphoma?","Among ISLR2, PRKAR1A, ACAT1, NDUFS3, and SYNJ2BP—which gene exhibits the highest specificity for exhausted T cells, making it the most promising target for follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the set of exhausted T cell–activated genes in PINNACLE to define a follicular lymphoma‐specific gene subset. Calculate the average embedding for this subset as a reference, then compute the cosine similarity between this reference and each individual target embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological significance."
"['NTN1', 'NSG1', 'POLD4', 'CDKL3', 'ADORA1']",follicular lymphoma,exhausted t cell,POLD4,"Among the candidate genes (NTN1, NSG1, POLD4, CDKL3, ADORA1), which one exhibits the highest cell-type specificity in exhausted T cells, thereby representing the best target for follicular lymphoma therapy?","Among the candidate genes (NTN1, NSG1, POLD4, CDKL3, ADORA1), which one exhibits the highest cell-type specificity in exhausted T cells, thereby representing the best target for follicular lymphoma therapy? Retrieve the verified therapeutic targets for follicular lymphoma and obtain their corresponding cell-type–specific embeddings from PINNACLE. Identify the targets that overlap with the exhausted T cell-activated genes in PINNACLE to define the cell-type–specific targets for follicular lymphoma. Next, compute the average embedding of these overlapping genes to establish a reference, and calculate the cosine similarity between this reference and the individual target embeddings. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PSMB5', 'HBE1', 'MPP6', 'CYP2D6', 'NOMO3']",follicular lymphoma,exhausted t cell,PSMB5,"Which gene among PSMB5, HBE1, MPP6, CYP2D6, and NOMO3 exhibits the highest specificity in exhausted T cells for targeted intervention in follicular lymphoma?","Which gene among PSMB5, HBE1, MPP6, CYP2D6, and NOMO3 exhibits the highest specificity in exhausted T cells for targeted intervention in follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma and obtain their cell-type–specific embeddings from PINNACLE. Next, identify the overlap between these targets and the exhausted T cell-activated genes in PINNACLE to define the cell-type–specific targets for follicular lymphoma. Calculate the average embedding for these overlapping genes and determine the cosine similarity between this reference and each individual target. If one gene exhibits a significantly higher similarity relative to the others, nominate it as the top candidate and provide a brief, evidence-based rationale for its biological relevance."
"['ALDH4A1', 'MARK4', 'CDK4', 'SECTM1', 'WDR1']",follicular lymphoma,exhausted t cell,CDK4,"Which gene among ALDH4A1, MARK4, CDK4, SECTM1, and WDR1 exhibits the highest specificity in exhausted T cells, making it the most promising target for follicular lymphoma treatment?","Which gene among ALDH4A1, MARK4, CDK4, SECTM1, and WDR1 exhibits the highest specificity in exhausted T cells, making it the most promising target for follicular lymphoma treatment? Identify the verified therapeutic targets for follicular lymphoma using PINNACLE and extract their cell-type–specific embeddings. Then, determine the intersection with genes characteristic of activated, yet exhausted T cells in the PINNACLE dataset. Compute the average embedding of this overlapping set and assess the cosine similarity between this average embedding and that of each individual target. If one gene exhibits a substantially higher similarity, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['POU3F1', 'TLK1', 'METAP2', 'MLXIPL', 'NDUFS2']",follicular lymphoma,exhausted t cell,NDUFS2,"Among the genes POU3F1, TLK1, METAP2, MLXIPL, and NDUFS2, which one exhibits the greatest cell-type specificity in exhausted T cells and represents the most promising target for follicular lymphoma therapy?","Among the genes POU3F1, TLK1, METAP2, MLXIPL, and NDUFS2, which one exhibits the greatest cell-type specificity in exhausted T cells and represents the most promising target for follicular lymphoma therapy? Identify the verified therapeutic targets for follicular lymphoma and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the exhausted T cell–activated genes in PINNACLE to define the cell-type–specific targets for follicular lymphoma. Compute the average embedding of this overlapping set as a reference, then calculate the cosine similarity between this reference and each individual target. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
